timestamp,symbol,weighted_side
0,CROISSANTS,0.0003367423094326217
100,RAINFOREST_RESIN,1.0257184681796445e-05
200,CROISSANTS,0.0003167802367029365
200,JAMS,-0.0006154499417858627
200,KELP,-0.00033093011026498963
200,SQUID_INK,0.0016851565783045125
300,KELP,-0.00040533996642222534
300,SQUID_INK,0.001649262419074451
500,KELP,-0.00033093011026498963
500,SQUID_INK,0.0016851565783045125
600,CROISSANTS,0.0003167802367029365
700,RAINFOREST_RESIN,1.0257184681796445e-05
900,KELP,-0.00040533996642222534
900,RAINFOREST_RESIN,1.0257184681796445e-05
900,SQUID_INK,0.001649262419074451
1000,JAMS,-0.0006154499417858627
1200,JAMS,-0.0006333680982556771
1200,KELP,-0.0003184486838645285
1200,SQUID_INK,0.00197462957426009
1300,PICNIC_BASKET1,-0.0010174444478996516
1300,PICNIC_BASKET2,0.00036881082208567597
1300,RAINFOREST_RESIN,-1.0197535876533207e-05
1500,KELP,-0.00040533996642222534
1500,MAGNIFICENT_MACARONS,0.07285394822699802
1500,SQUID_INK,0.001649262419074451
1600,CROISSANTS,0.0003367423094326217
1700,DJEMBES,-0.0002735690140619772
2000,DJEMBES,-0.00025682332044087695
2000,SQUID_INK,0.001649262419074451
2100,RAINFOREST_RESIN,3.0033680971946406e-05
2300,DJEMBES,-0.00025682332044087695
2400,MAGNIFICENT_MACARONS,0.07267570950653131
2500,JAMS,-0.0006154499417858627
2800,JAMS,-0.0006333680982556771
2900,JAMS,-0.0006333680982556771
3200,KELP,-0.00033093011026498963
3200,SQUID_INK,0.0016851565783045125
3500,SQUID_INK,0.001649262419074451
3500,VOLCANIC_ROCK_VOUCHER_10000,0.16198940056169508
3500,VOLCANIC_ROCK_VOUCHER_10250,0.31894999575431715
3500,VOLCANIC_ROCK_VOUCHER_10500,0.3037945722624537
3500,VOLCANIC_ROCK_VOUCHER_9500,-0.0019271171300180758
3500,VOLCANIC_ROCK_VOUCHER_9750,0.02168075818091406
3700,KELP,-0.00040533996642222534
3700,SQUID_INK,0.001649262419074451
3900,VOLCANIC_ROCK,-0.0015939992485260923
4200,VOLCANIC_ROCK_VOUCHER_10000,0.08017378456630504
4200,VOLCANIC_ROCK_VOUCHER_10250,0.1589281621474336
4200,VOLCANIC_ROCK_VOUCHER_10500,0.1519353824008164
4200,VOLCANIC_ROCK_VOUCHER_9500,-0.0020034876686717464
4200,VOLCANIC_ROCK_VOUCHER_9750,0.009695305558639386
4500,RAINFOREST_RESIN,1.0257184681796445e-05
4600,JAMS,-0.0006333680982556771
4600,KELP,-0.00033093011026498963
4600,SQUID_INK,0.0016851565783045125
4700,KELP,-0.00023460266673448247
4700,SQUID_INK,0.0016620010560543298
4800,RAINFOREST_RESIN,1.0257184681796445e-05
4800,VOLCANIC_ROCK_VOUCHER_10000,0.06044644696009153
4800,VOLCANIC_ROCK_VOUCHER_9500,0.004266847992372049
4800,VOLCANIC_ROCK_VOUCHER_9750,0.026348797668589732
4900,DJEMBES,-0.00025682332044087695
4900,KELP,-0.00033093011026498963
4900,SQUID_INK,0.0016851565783045125
5000,CROISSANTS,0.0003367423094326217
5100,RAINFOREST_RESIN,-1.0197535876533207e-05
5300,RAINFOREST_RESIN,1.0257184681796445e-05
5400,KELP,-0.00040533996642222534
5400,VOLCANIC_ROCK,-0.0015939992485260923
5500,JAMS,-0.0006333680982556771
5700,KELP,-0.0005843396657028876
5700,PICNIC_BASKET1,-0.0018369394288220483
5700,PICNIC_BASKET2,0.000711768150950857
5700,SQUID_INK,0.0006030271778692345
5800,KELP,-0.0005843396657028876
5800,SQUID_INK,0.0006030271778692345
5900,KELP,-0.0011147487243029683
5900,SQUID_INK,0.0028475583494889925
6100,DJEMBES,-0.00025682332044087695
6100,KELP,-0.000989679632125113
6100,SQUID_INK,0.0006030271778692345
6100,VOLCANIC_ROCK,-0.0015939992485260923
6200,JAMS,-0.0006333680982556771
6300,RAINFOREST_RESIN,-1.0197535876533207e-05
6400,CROISSANTS,0.0003167802367029365
6400,RAINFOREST_RESIN,-1.0197535876533207e-05
6600,RAINFOREST_RESIN,1.0257184681796445e-05
6800,JAMS,-0.0006333680982556771
6800,RAINFOREST_RESIN,3.0033680971946406e-05
6900,DJEMBES,-0.0002735690140619772
7000,VOLCANIC_ROCK_VOUCHER_10000,0.06044644696009153
7000,VOLCANIC_ROCK_VOUCHER_9500,0.004266847992372049
7000,VOLCANIC_ROCK_VOUCHER_9750,0.026348797668589732
7100,CROISSANTS,0.0003367423094326217
7200,CROISSANTS,0.0003367423094326217
7300,JAMS,-0.0006333680982556771
7300,RAINFOREST_RESIN,-1.0197535876533207e-05
7400,KELP,-0.00040533996642222534
7400,SQUID_INK,0.001649262419074451
7500,JAMS,-0.0006154499417858627
7600,VOLCANIC_ROCK_VOUCHER_10000,0.08017378456630504
7600,VOLCANIC_ROCK_VOUCHER_10250,0.1589281621474336
7600,VOLCANIC_ROCK_VOUCHER_10500,0.1519353824008164
7600,VOLCANIC_ROCK_VOUCHER_9500,-0.0020034876686717464
7600,VOLCANIC_ROCK_VOUCHER_9750,0.009695305558639386
7800,KELP,-0.00033093011026498963
7800,SQUID_INK,0.0016851565783045125
7900,CROISSANTS,0.0003367423094326217
7900,JAMS,-0.0006333680982556771
8000,MAGNIFICENT_MACARONS,0.0523933685468178
8200,JAMS,-0.0006333680982556771
8600,MAGNIFICENT_MACARONS,0.07267570950653131
8900,PICNIC_BASKET1,-0.002034888895799303
8900,PICNIC_BASKET2,0.00036881082208567597
9000,RAINFOREST_RESIN,3.0033680971946406e-05
9100,PICNIC_BASKET1,-0.0009896477111136462
9100,PICNIC_BASKET2,0.000711768150950857
9200,VOLCANIC_ROCK,-0.001500118931605043
9300,JAMS,-0.0006333680982556771
9300,RAINFOREST_RESIN,1.0257184681796445e-05
9300,VOLCANIC_ROCK,-0.0006996868102457981
9400,KELP,-0.00040533996642222534
9400,MAGNIFICENT_MACARONS,0.07285394822699802
9400,SQUID_INK,0.001649262419074451
9400,VOLCANIC_ROCK_VOUCHER_10000,0.08017378456630504
9400,VOLCANIC_ROCK_VOUCHER_10250,0.1589281621474336
9400,VOLCANIC_ROCK_VOUCHER_10500,0.1519353824008164
9400,VOLCANIC_ROCK_VOUCHER_9500,-0.0020034876686717464
9400,VOLCANIC_ROCK_VOUCHER_9750,0.009695305558639386
9600,KELP,-0.00033093011026498963
9600,SQUID_INK,0.0016851565783045125
9800,DJEMBES,-0.0002735690140619772
9800,VOLCANIC_ROCK,-0.0015939992485260923
9900,JAMS,-0.0006154499417858627
9900,KELP,-0.000736270076687215
9900,SQUID_INK,0.0033344189973789637
10000,CROISSANTS,0.0003367423094326217
10100,JAMS,-0.0006154499417858627
10300,DJEMBES,-0.00025682332044087695
10300,RAINFOREST_RESIN,1.0257184681796445e-05
10400,VOLCANIC_ROCK,-0.0015939992485260923
10500,KELP,-0.0003184486838645285
10500,SQUID_INK,0.00197462957426009
10600,KELP,-0.00033093011026498963
10600,SQUID_INK,0.004259654195821317
10600,VOLCANIC_ROCK,-0.0006996868102457981
10800,JAMS,-0.0006333680982556771
11200,VOLCANIC_ROCK,-0.0015939992485260923
11300,RAINFOREST_RESIN,-1.657890404489519e-05
11700,KELP,-0.00040533996642222534
11700,SQUID_INK,0.001649262419074451
11700,VOLCANIC_ROCK,-0.0015939992485260923
12100,DJEMBES,-0.0002735690140619772
12100,KELP,-0.00033093011026498963
12100,MAGNIFICENT_MACARONS,0.07267570950653131
12100,SQUID_INK,0.0016851565783045125
12200,KELP,-0.0003184486838645285
12200,SQUID_INK,0.00197462957426009
12300,KELP,-0.00040533996642222534
12300,SQUID_INK,0.001649262419074451
12400,KELP,-0.00040533996642222534
12400,SQUID_INK,0.001649262419074451
12500,VOLCANIC_ROCK_VOUCHER_10000,0.08017378456630504
12500,VOLCANIC_ROCK_VOUCHER_10250,0.1589281621474336
12500,VOLCANIC_ROCK_VOUCHER_10500,0.1519353824008164
12500,VOLCANIC_ROCK_VOUCHER_9500,-0.0020034876686717464
12500,VOLCANIC_ROCK_VOUCHER_9750,0.009695305558639386
12700,CROISSANTS,0.0003367423094326217
12900,KELP,-0.00023460266673448247
12900,SQUID_INK,0.0016620010560543298
13000,JAMS,-0.0006333680982556771
13200,PICNIC_BASKET1,-0.0009896477111136462
13200,PICNIC_BASKET2,0.0001867247387366199
13300,JAMS,-0.0006154499417858627
13400,VOLCANIC_ROCK,-0.0006996868102457981
13500,RAINFOREST_RESIN,-1.657890404489519e-05
13700,CROISSANTS,0.0003367423094326217
13700,KELP,-0.0005304090586000809
13700,SQUID_INK,0.002244531171619758
13800,RAINFOREST_RESIN,1.0257184681796445e-05
13900,KELP,-0.0006399426331567078
13900,SQUID_INK,0.003311263475128781
14000,KELP,-0.00040533996642222534
